Zero crossing rate avg,Heart Beat 0.8~2.5hz from Avg,Peak Hz in 31~40hz,Spectral rolloff avg,Spectral centroid avg,Spectral bandwidth avg,Peak Hz in 21~30hz,Peak Hz in 41~50hz,Not Normal
0.06318268537039738,75.77733056700829,30.854335496656766,6878.993709035216,6575.842803747845,7334.155314729016,31.386539945918745,45.41169979066023,1
0.062232441214542474,76.05426395344156,38.57087249736777,2839.540302709312,2027.695967764787,4663.961696893999,28.84437575887361,54.2023928165551,1
0.051277085812563405,68.61214916174754,30.42599633560617,8229.016542716745,3388.4469659679344,4221.570950872404,28.218176109469233,47.91875361052075,1
0.08993373912179423,73.39885548981346,31.646823149549512,5916.130484414985,2759.1660369473448,6094.672725031159,33.36175270217967,45.990819447457774,0
0.0014950269634666433,74.71514232239983,29.884667472718483,6013.190304844445,3840.954239293082,3084.4975189236675,29.39740299438209,50.189246338986905,1
0.07260002546163549,80.77224807163088,34.854204981619375,7176.570743706671,-1552.6540306042043,4982.328428040226,35.814303990479274,39.67092904651736,0
0.04408989930205549,85.71203900967072,36.318185486579154,5880.949591203643,4989.894597140302,3617.6167218304963,31.611700029108647,49.81424160456376,1
0.07695409343229692,94.14601873615808,31.34206417274253,9669.71012064352,4573.507928652429,3855.997546520089,33.65233903791653,45.145291386637155,1
0.0572956948925572,66.22634142486774,38.426884867594616,8625.536110221141,3789.691855955613,3980.009435355589,34.542377658143174,46.42242099637766,0
0.0755507198260473,68.21649509068462,34.819356127940196,4930.926553442798,4212.658575634668,5088.991876955179,34.420566909036765,46.1212062396731,0
0.06030298718795296,84.40322377887414,32.43463920322289,6545.8341150032165,2798.116662709501,3950.084203152292,31.72282871872775,54.987992648560066,1
0.0831433360558919,67.20397528384946,28.72363852594437,6297.3073359348255,3945.906648459792,5734.8236012176185,28.92312564725801,50.02060141215527,0
0.07579864452452878,69.49616691811329,35.35182603578296,6467.509419181775,5514.609023847414,4194.8970258461495,30.17374795060865,51.16241932938272,1
0.05517843347449988,70.69556187668027,31.775676347430753,8235.378271161773,3273.7891586239703,4212.605018133708,32.07330077169486,52.30430764667797,0
0.09699075102243054,78.88666397561542,28.58382459792077,7709.190245055281,2862.600470421479,4542.215339523919,33.38340280183918,48.28302037904884,0
0.07678593620602417,78.4980159909142,37.32382851103272,7456.646118853802,3331.973969594534,4385.2666808190825,29.00699373876907,40.20524170322606,0
0.0625420048734699,70.2300250729038,30.142653300734445,4762.976744708105,3213.5214394867908,3659.782732732804,28.237278597860776,47.11861538229464,0
-0.010982372070737413,79.06404173185629,33.86077283220675,5323.712034703261,5189.090463345258,3612.9505401696974,31.02251581301946,47.94610247241037,1
0.03232223478659786,84.07949540406578,39.33373914063027,9322.83422714178,6812.356175404336,4245.454460136096,30.20552142606033,52.05468230409299,1
0.06691859584049523,94.81003690965193,35.63645017227585,7888.192664614482,5534.558757023458,4639.437851205682,33.59473708072709,49.51348977719383,0
0.04948015075235758,69.23645760251851,29.380152539078818,6542.158116900586,2980.98392416676,5842.160150429097,24.455950059786684,44.642095633224066,0
0.06116662716480872,72.42633398776499,34.93714460242568,6268.805785959085,4449.8649495016,3048.229450773959,32.63370920272585,43.90026171447217,1
0.003917617929282507,86.40857517753948,33.78816934694897,7105.146878044225,5916.275279646112,5637.198446420028,34.431913533163254,47.105206907161474,0
0.05261623049057483,62.368432983099716,32.56275698621886,7809.750219788545,1997.4543362788368,7057.654704272227,30.38715729172805,46.11783471198223,0
0.012635303035132394,70.7420326668108,28.33994819348512,4775.2672244225105,5300.524059516755,6814.7154056877225,30.204910993479352,53.80392061064637,1
0.055408837059808605,84.1044923158444,32.39903953413084,5424.57427974685,3900.8675629768763,5704.965189607962,28.892926427386055,51.33235648856977,0
0.06127742879033874,87.61129762138567,31.257245687568304,5691.964996982209,3870.9726045537927,-1957.2968006202004,29.86275995708315,43.844231962743685,1
0.01525007440970739,70.10456866503947,30.90133092110395,5591.318835407743,7052.229728337041,6922.93287284643,26.88167653006952,53.7642259235357,0
0.019049901900659413,88.87583307216599,33.74904248073017,8122.02304136498,3143.023255230581,5462.684709468934,27.45554460798988,48.64511119881504,1
0.08174476355034735,62.75650976137006,35.01709318674157,9525.470827548921,2759.4379931447424,6545.053881716481,30.51690706891912,49.40072881528364,0
0.005826339585704814,88.71947609853137,37.79062492978695,7151.259494284817,2849.3830922219067,4377.421234923988,29.396460619934714,46.1075481376329,0
0.04526582739201312,85.8672401116642,33.1110249775555,5570.155408136036,4465.29616115849,4281.4613598809165,31.102349023474503,48.693256045173435,0
0.08772438925846683,78.99090251882096,36.607096685406255,6426.425957286542,4985.15352821079,5561.542071168613,32.77647144153294,40.04914206847421,0
0.06361954259993848,73.74521361461483,37.4769215210376,6130.639979336795,3359.7392134862152,5580.377403040789,32.662715134144754,45.24194505748218,0
0.0380967431905221,67.03941162156288,32.994767506036055,7266.373710952499,5667.876424393674,7128.110154789589,30.29386017871868,44.819035154709205,0
0.06658729716175309,74.8778716322258,35.33715695385407,4408.191130550613,-1985.1546185361121,6323.817392259575,31.581957016519752,45.77744454200034,0
0.06434899926250702,79.84696912422295,33.96967456719025,5368.8347934589,7388.288790099423,6074.375224572251,33.13297019698107,54.01416493753382,0
0.06445674242777727,72.10304777344402,31.979922272518053,4376.761035647711,7050.232142269987,-2114.228759487438,31.73824103492453,48.702156373743506,1
0.038259009850115766,68.23027450569401,28.588357116086712,7706.075024877085,2851.3213261277165,5825.5700242575085,29.172867302354213,52.08844226548914,0
0.07615541100943078,68.92717960245646,40.4936263843733,7841.007999075112,-3629.7949975728147,4833.635462596103,32.33517464666804,48.604474324130486,1
0.01328763017903587,69.96262683581685,28.37677863463905,7136.085810228276,4056.2083537687718,3806.992245333245,28.312907211341443,53.81921932759963,0
0.05836852748982349,72.91137018778859,31.59582612821797,5514.455960014049,7253.001455025313,3369.5409754172033,27.496009938656545,53.81112019091214,1
0.10405448092826174,71.82740326305986,34.876897262126015,8614.409718225985,4763.045408339742,-1994.8788211876904,31.89325175837512,47.314378610793895,1
0.08565713783284053,69.90603187681877,28.47179957243144,6285.463645997063,3276.17523527028,4781.409729779109,26.83340724612382,50.38972969647559,0
0.0710286840465528,84.90154577338096,33.28036441606135,7096.937132993202,6055.95209775672,7016.99446220294,24.701984009348518,47.48177295864358,1
0.0602157617197516,63.144033937992795,34.34404138848316,7793.008253318785,4993.015129809482,6549.353225196399,24.562067278356157,46.57636511794287,1
0.04132920578306326,68.44059326772508,32.3571015159348,6679.387401823933,4402.206928453111,-3771.8127236183445,27.95614102990761,44.42927598385686,1
0.03937975180040673,87.10207520311803,39.597237563687564,7321.528657539556,6393.443214848294,4524.327188929749,26.1635225735774,51.55132846830547,1
0.0611457533629532,63.06409828877312,37.57020936363122,3659.969783008233,3081.9111415218963,4521.634494782593,32.82835650865001,46.673093833304605,0
0.017792013515932768,61.702278822148536,30.38067559945989,9959.738482199333,4446.380174934571,4344.4986290844145,29.383274527188572,47.81379238945423,1
0.08469580139171648,79.0190361178887,36.20099247269973,6786.822906407445,4184.059298625852,6770.761058653623,29.19090689586689,52.44912606167832,0
0.008964408207038973,64.43664202748718,31.77141437049204,8451.525783473942,4694.743116874489,7291.691757302216,33.037946305360045,49.37921768345959,0
0.07957922215247501,66.09523391304839,39.4130377274202,7158.053105838091,3841.961043996429,5138.114209711672,31.830987635115466,41.20177891167469,1
0.036542686590356116,70.82412726258207,31.43475312136506,9044.402825029549,563.4688136081728,5319.876159619489,34.71589575779816,55.56222644593081,1
0.06348599572824866,75.18918388720695,31.25623147550286,8589.045133018122,4980.973033150537,855.5922664226523,29.880527528491978,42.086832919443495,0
0.031766477546740016,79.5854483163002,35.886577762004606,7677.618194906539,2989.785276097962,6215.718077564961,32.158192095287426,47.16984824940425,0
0.03433231783878198,68.61794277042543,31.704301093941638,375.2880126223782,3461.421154060845,3795.367550979124,26.77743665553778,53.57910816306469,0
0.09296907024939807,61.521736421962814,32.579289531988074,8993.556183936433,-459.76849782413683,6995.207331243484,28.10062357871563,41.02930031004052,0
0.02528253248299328,78.61131051133542,28.078285291042825,8728.697640485807,5777.526579216698,3559.411322866161,34.967951643496264,55.74090338242221,1
0.03782357167289378,68.92010503465846,30.91047153115893,7198.062740575012,2952.1753713635217,7342.699893057173,31.429450326327988,51.019270178211926,0
0.07017655812446524,71.06766150043728,28.751208963262282,5458.1858424871225,3895.8699002113935,5392.0031184979825,22.51399055879517,38.330204733319675,1
0.03330622855262011,68.25584697821446,36.56968840693046,8681.294982015927,5289.2288910016805,5195.104049603861,27.344560610979208,39.557434359456224,1
0.032882752402411244,63.68918258859088,28.61427445759603,6701.4745713607645,4224.329922506984,3827.8612618455513,29.018339171309382,50.271832658508785,1
0.05270221843150344,73.84204874058203,35.317516676874966,5926.4818324814705,1789.839630745816,5748.736818110649,34.81873236936802,47.4670521089134,0
0.07587991218285993,79.15246675357581,30.896113793917014,8593.687261018855,1041.7100850844613,-3812.2571906545263,32.31278440175977,44.579910128901574,0
0.05124893585545734,75.92774628123823,32.54044622599921,5723.304615316731,3745.5642126652947,4944.776528156931,36.63515775487173,44.96103463366188,0
0.07910515828664405,78.73504370063068,38.668036410638116,8648.248676038529,3038.798409083013,4096.876131623498,35.098208355496624,35.17301904439548,0
0.10366979178718133,68.36373176205504,30.55576213382432,5393.072660187325,6064.0028198824975,4959.989613216525,32.911013778368414,40.47782763680854,0
0.03501313887056148,82.76479532198401,40.698430221357576,7223.740639336071,5657.886223492782,4091.299783676137,29.955012900139447,54.44736940799716,0
-0.014350395989439657,68.2532906018246,33.15454369320356,6318.781759345467,2672.9618187034807,4649.263611880564,28.469778341283245,51.2942082562815,0
0.011727402516532157,66.43127271668114,29.70857815760808,8096.13576545423,4060.1254951971373,4651.182685064041,27.62124266795232,50.53121623271213,1
0.06770404682380651,84.17603483273301,33.88707217030803,5211.612589150125,3254.382026671027,5596.892814592257,26.973100810046,47.25280495150498,0
0.05200343602912078,87.08275235438869,32.34164668956136,8382.62333290546,3428.075051758978,5604.6393925026305,26.50667903741684,55.339517395930045,0
-0.023494378933958556,63.10288015741146,29.799518114353205,6630.7469428433715,5842.073579008411,3871.5977477600063,31.605275336841153,51.46035124292625,0
0.08038954995953426,67.51868746401061,34.16253235780205,1429.7640513943882,2849.833111931429,3648.720931187345,32.32365507231782,46.89458349546457,0
0.02942623344511802,60.660884391686686,35.87742476802021,8763.270717527315,4221.878287275929,1592.184710302691,28.4547035844306,41.9851846082336,1
0.08276474363080412,89.01189658156989,34.00877476033031,7788.532560322086,3566.8893747327315,5510.367559013704,25.97104527908943,51.980915548618974,0
0.029026013336764706,66.87147297242281,35.116907975364235,2590.1352652746805,4833.008666524236,5269.115282988396,26.53532608861018,49.866122152297,0
0.048950265567045466,66.71247728633624,38.70387931280534,8542.557388415935,4589.797957769468,5992.007073516466,30.11793371315302,41.16974414305083,0
0.004755625938197356,72.88137136023698,32.60445018365646,6561.588138605982,4071.602149062663,5574.783630279838,27.227511184936446,47.067117243818515,1
0.07951550717688988,82.60285196528936,32.00647182950085,6214.876468382829,2778.3613347220708,4382.091492564574,28.54980867413895,50.643356500691326,0
-0.003678640166536157,66.1553550722448,29.523990291552376,6300.399649076721,3986.156415605987,3360.31886734886,33.664156168360314,46.51401265790406,1
0.04162593451627626,68.39785451794818,31.106812063766245,4529.588986602269,7763.160069060656,6704.224357003514,31.953181394067716,50.458541851623295,0
0.04418430811096194,76.4867762773072,34.905645284116645,2837.0358031830438,7015.559390051276,4790.15260452393,35.30634441705842,53.160753413566724,0
0.034817970480614926,72.2755655743459,30.383801430258927,4527.1640074561465,1591.9513893343603,5348.224140494243,29.93336416229272,53.33638984935268,0
0.01133259848417148,89.48312486563951,30.187845117000137,8324.91920926403,2075.3156770159485,4781.275120546624,34.254892851024664,51.845950014217024,1
0.01737063042843265,60.385684021022165,34.7051367654195,3984.600642961349,7914.100107868698,3692.779419505016,23.851992558150183,51.18314980267731,1
0.07498647810552145,66.01797101907557,29.285033799997713,9049.32472634943,1933.276255430349,4546.722557973003,29.48699631706884,40.672120481669744,0
0.030078345284531693,78.25992345424065,36.99667672737277,8355.933832069766,4472.694815214545,4873.325213877974,32.36058130689558,51.09827078761448,1
0.09046172381879462,61.25397163106091,30.40240272731377,7263.100945067939,3789.7537688434495,6763.850744421288,32.201530425364425,48.88050399436226,0
0.03910446512136837,71.69700906654779,30.690716480930753,3041.939967888815,4775.7663001841165,5192.2989093643155,26.98008435623523,50.13762509817002,0
0.05210493978392712,78.5297492196972,28.976653000141784,7392.551137222679,6779.2775521282265,5753.120228673685,35.61094584907442,53.79358353402618,1
0.04867200124585494,75.5809883515199,30.149019275527124,8197.359702344093,-2131.575660336793,3765.3750651093324,29.498734802824284,47.572928335305434,0
0.06848617416244245,68.76957492080375,30.59495822303318,6343.8190132615055,6064.835254009763,5178.579110449641,31.488875410383645,53.562755009540545,1
0.08432059827601651,73.37465858371525,32.105717274907065,6208.202178555946,4592.3833964729965,3975.1940728345653,34.214771122746356,41.46848213737053,0
0.05967835666208319,70.97882405619518,35.912352370789,8900.810033801641,4838.722432972568,6084.720214122321,31.675616031276785,49.44431193280512,0
0.07037467613856767,81.39765726242447,35.97044713012699,4034.542932243746,4548.725728018902,4577.289655093346,26.84798298370398,43.92304542529936,0
0.022820745997770658,82.5329464714048,30.190345400595387,7847.693161196835,4644.036365797013,5920.138557231378,29.96997445630432,49.43833105593506,1
0.01604693337402066,84.64435799968821,32.12043795654184,8448.756698871102,3457.0578304986493,-2417.450916849429,32.34832294910938,54.79784441213413,1
-0.011821365050338728,85.83420157920429,28.635940618412796,7825.164945737239,7107.247388088715,5191.818657045847,33.389850304470826,53.14023257602955,1
0.08157006005735835,80.91461207109502,35.87073331815957,5717.493450651221,1486.0720472743963,4055.75194115489,31.039794493638396,50.1715751397492,0
0.05319574051952386,72.22371285584805,40.541229256435145,4058.544145858226,4744.523988856591,4370.887745023013,25.00055158936637,53.8118437471644,0
0.05992524587856093,89.94816211119303,36.722238491900065,2934.6311312676225,2985.057894521753,4481.148806547707,29.922430848346547,48.134807703002394,0
0.07592350344965076,68.17604908356023,28.441001057512647,4269.746883773669,7973.522153242475,3949.7069712229527,31.387757406548733,54.35240910322712,1
0.02154333498892506,82.013762973008,34.475043356886246,7251.224296349594,3506.317463762339,5617.34424697533,33.559115462797564,38.344980925325366,1
0.060255817194334614,80.86876958824614,40.038110531452865,7134.645260184627,5569.488786712542,4554.907634883897,26.811396478859482,41.6095224153996,1
0.06778794864733251,87.09504813689433,33.570051833233464,7843.528730376947,3727.273175642875,3647.808319312911,28.87527784436934,45.68591511608942,1
0.08959392423496293,68.7772305911939,33.43963667256265,9312.733523339102,3912.5458295440963,4733.480079658201,32.407520950883104,55.216593402011696,1
0.07229457594949845,61.205597611187066,30.690732992836644,6171.537073687452,4405.698738575574,4839.679223525602,27.646668734012056,46.651039838735606,0
0.09263694318505296,79.44845633667192,29.76043062267921,8773.909702493405,3034.472054166655,5610.431538104869,31.641337501206692,49.17543725612952,0
0.03659673875095042,69.83408995085964,29.20420548038837,5107.003812845871,4448.447029242873,5091.401188607604,33.28129407920301,47.94463326210679,1
0.048603020465446005,85.89839995686083,39.64756680544063,7471.122408485591,601.9525106251152,5137.628862418468,24.993917348156554,52.7107741713955,1
0.07259637601896382,78.33233020289657,36.96775350453457,7597.112065437335,319.19163249587814,6742.0542387083215,32.938661301534054,47.9302454438084,0
0.08115101311828128,79.29818198910628,33.92692714806911,8273.952626221353,2967.3972432663954,-1365.5335323790418,34.42109393058465,49.9768082677649,0
0.10063341002417857,63.0354469225456,28.911840594169373,6612.111555970296,3238.833372104575,4578.920760304833,27.832117164798614,52.79548266184969,0
0.0545341287905594,86.2659481381077,35.30948458727097,6744.068461688238,5364.114399658062,5583.2207301159715,32.3557046553117,43.14179318859178,1
0.006176019332795966,74.25489996492472,31.812603954800093,4915.781036455024,6247.499187914925,5473.503327870317,35.9323976715884,44.78001660158291,1
0.08020375923240786,67.15207823054892,30.91474747971032,6727.011130288898,-402.1194412739092,5714.205015450946,32.037564080584986,50.82223798849081,0
0.01371412374905924,66.670207218759,30.609843706190176,9407.87444545544,3469.018274739789,4216.460793113245,30.546128507211275,48.843550998780444,1
0.05588757069691977,76.76408749917934,34.36655410201327,7023.692465651468,7082.1107556271,5836.459774874904,28.640804493767877,50.612788791257856,0
0.043993050165134176,77.19807296561773,39.315091641992616,4580.923357416725,3995.544149102979,7200.494358942426,27.77298538117157,52.42372102388262,0
0.0926444087577432,74.33026319177227,32.38870466872893,7723.403102304719,4873.385399373262,6359.297828265086,30.245510037138864,52.34396948042367,0
-0.006198192656954232,78.39782111818192,29.904656404941115,8542.907763502484,5830.208434563629,3960.7573600250066,29.681977607578567,50.476866989268466,1
0.08154519333587383,65.06189099942915,35.26107279058901,5053.332216522777,1814.963285158617,5162.725383266938,30.246395555902453,50.35646527333437,0
0.054493133805475436,78.50552430746245,27.794374500637897,6877.859571411186,3130.3276594059776,3696.7386224716633,26.48349551528285,43.26791002114004,1
0.04770933004317245,72.94574232694677,34.083564167898196,7279.34935037948,7958.485508326351,6511.808967775205,30.410387434671605,47.54592267374629,1
0.053291868607391366,83.12276105023349,31.20459048984175,8628.090484095688,4722.566020340946,5742.847778826396,31.481394291848012,47.95001945395979,1
0.0071358101276120045,66.69051335007622,32.61030778226982,9017.719068047736,5439.573406113989,5024.9628709196195,32.776436034400525,44.13154109272526,1
0.08997387036335311,71.98021582755935,33.66625654766328,4064.34270310637,3868.865391741126,-1561.2852128000854,32.162508360910195,47.71274267437628,0
0.02416497463986377,79.96386719571335,32.25404340795198,3930.218190039514,5341.126665675073,5070.630301308683,29.730721653506517,41.016473417689575,1
0.08295738874368201,88.34861784924921,39.87973737998078,6267.811552204511,4098.906436154098,7338.5211985789665,29.35182516317979,54.54588022285264,0
0.04241796649283437,76.5784804415579,29.137903192446327,6121.781862589699,6907.5733359676415,5039.249740522238,27.360163410739325,39.65550634722249,1
0.07294078743566533,64.70003034001093,28.74523292347785,5434.721276276613,2234.435124654654,4352.10960424223,30.27100555565065,51.71196616964922,1
0.047622299043542524,87.73250263835081,31.976462393161448,7621.94766905473,5636.692316297482,165.69765251016702,31.465611903026854,40.17750094762576,1
0.04627969812864795,83.19310494406412,38.01282850513615,4284.235208146916,1262.9327842991165,3347.648887978219,34.08642843861563,48.093607041108314,0
0.05253295627016573,82.19900011211965,33.771920043873045,7425.54369713879,5004.674428293113,3386.7401835277806,32.81533008845294,46.529901170980786,0
0.057245855375821934,79.54342267153716,33.38882636278229,3845.9025725463734,4208.423427100597,5380.536521209871,31.93164432486938,48.30890179063657,1
0.05558732385045997,68.38058848738571,35.60537159003029,4541.859773103378,5601.0220822169385,4609.092793084265,31.829268686927318,50.48991407738698,0
0.04856675207687417,77.912530487851,28.84239215308259,8830.904049905637,4808.023874140849,6641.973853798512,22.748206697006818,47.269218922865456,1
0.0619017612994367,70.68106281282034,41.13759134903375,7667.083419860805,4390.408557825376,8086.805056702415,33.694725460856645,48.476097453850485,0
0.043265940384643584,75.59561566963045,29.723474437011234,7795.82985315708,3028.2448200906874,3763.623208996639,31.134220549446713,52.09239170929205,1
0.00184924515241313,84.94787841309956,36.12593609619197,8755.042510088828,4420.9873203358975,7240.078644247293,31.994858993453125,50.07355751647973,0
0.047004855015335176,64.36871477624868,37.30318029519761,5302.297750810304,4010.9096742559364,-481.4459335432357,21.831544977282235,44.319958954151694,0
0.0029014615555418987,74.67218071107018,31.188041749703302,7840.103752364623,4477.630832989228,-102.5836422694083,31.70344263282368,45.61717635545683,1
0.07159811580492659,83.66347503302488,31.860280177828454,8803.261616359921,3766.0385744182795,-997.0870852881512,26.13630253195637,40.255998587655114,1
